Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2022-01-03,457.18157958984375,457.315577453157,453.48746761440486,455.8321673669444,72668200
2022-01-04,457.0284729003906,459.354071932036,455.1431275490676,458.6267216829484,71178700
2022-01-05,448.2525329589844,457.44000255090094,448.1568243703493,456.6552330127181,104538900
2022-01-06,447.8314514160156,450.58769529349144,445.4293030411308,447.7836117234023,86858900
2022-01-07,446.06097412109375,449.0373450344811,444.6828520914487,447.84106057862004,85111600
2022-01-10,445.505859375,445.72595699743675,436.97874125670006,442.81661456625085,119362000
2022-01-11,449.5635986328125,449.65930720925047,442.19447633944463,445.2378455156925,74303100
2022-01-12,450.7790832519531,452.8654254019505,448.7884788995016,451.32459593729857,67605400
2022-01-13,444.5679626464844,452.5591477395473,443.5248062249367,451.8987964588912,91173100
2022-01-14,444.74981689453125,445.10391239330204,440.1369373773045,441.37151101872155,95890900
2022-01-18,436.87347412109375,440.19436071427987,435.744188680593,439.98381349603727,109709100
2022-01-19,432.3371276855469,439.8593490259896,432.0595815619923,438.44296716679736,109357600
2022-01-20,427.55206298828125,439.0268141016923,425.39875097546957,434.2512559170288,122379700
2022-01-21,419.15887451171875,428.80569793000484,419.13016485773596,426.4131294109086,202271200
2022-01-24,420.93896484375,421.45576786257226,402.6788933090271,413.46458253400397,251783900
2022-01-25,415.7997131347656,420.82410719609146,408.79426526263876,414.4503009392704,167997300
2022-01-26,414.756591796875,424.95850867726784,410.4308087092508,421.78117029751036,186391100
2022-01-27,412.7085266113281,422.6137670021338,410.995468427809,419.4268783021124,149878300
2022-01-28,422.95831298828125,423.00615268055435,409.43550981444423,414.08664941998336,164457400
2022-01-31,430.5762634277344,430.9303589440562,420.9102794459354,422.2788218167544,152251400
2022-02-01,433.485595703125,434.13636736046203,427.7338513754468,431.3131246969605,123155400
2022-02-02,437.6965637207031,438.4334644332628,433.5813276578518,435.9260568800673,117361000
2022-02-03,427.408447265625,433.5047071960283,426.55667885153287,431.57152234150993,118024400
2022-02-04,429.41827392578125,433.32293348414623,424.7575252180446,427.16925333912457,118454400
2022-02-07,428.0401916503906,431.60988605596157,426.69077917313086,430.19350384058185,84472900
2022-02-08,431.5619812011719,432.4998786610754,426.08778275810846,427.5329036224321,81012000
2022-02-09,437.87841796875,438.20380384926386,435.4571392996681,435.65810691871627,92589900
2022-02-10,430.0115966796875,438.0410420936879,427.9827030839542,431.94478168566405,140103700
2022-02-11,421.53228759765625,432.20313744796397,420.07761643912545,430.09769465583986,153214600
2022-02-14,420.1542663574219,422.62341403793704,416.63241163192913,421.0156146031903,123006300
2022-02-15,426.929931640625,427.10218956422,424.13539876450784,424.6617813614818,88482700
2022-02-16,427.408447265625,428.8056991068876,422.9486960290506,424.8531712295073,84863600
2022-02-17,418.2784423828125,427.37978337496696,417.6659599618614,424.1737353660467,102259100
2022-02-18,415.5700378417969,419.80966241249763,413.2635981952447,418.5367995555497,132642900
2022-02-22,411.11029052734375,416.7854563215084,407.5596976436782,413.3306012306589,124391800
2022-02-23,403.8177490234375,414.6417272754656,403.2435267053608,414.0675049573889,132578000
2022-02-24,409.89483642578125,410.3350900718433,392.99375772002986,393.35740361011335,213942900
2022-02-25,418.93878173828125,419.02491070722886,409.47376588861783,411.1485639880856,121804500
2022-02-28,417.8669738769531,419.36951424797513,412.1918071068493,413.464640989163,145615000
2022-03-01,411.502685546875,418.3837154508938,408.75599215155813,416.34524224955896,137785900
2022-03-02,419.07281494140625,420.8241625366695,413.0243937141329,413.7900040845528,117726500
2022-03-03,416.9864196777344,422.15436203695566,415.158493753946,421.5418796596606,105501700
2022-03-04,413.5986022949219,414.7470178122338,409.4929459955876,413.19663787985706,113978200
2022-03-07,401.4060363769531,413.7229756001678,401.339037442631,413.0052049768461,137896600
2022-03-08,398.36273193359375,408.8517460789722,397.28128609043347,401.5879102194453,164772700
2022-03-09,409.0430908203125,411.05285423240764,404.65033849159306,406.87064910316786,116990800
2022-03-10,407.196044921875,408.1052034644744,402.3726184555948,404.36322267635194,93972700
2022-03-11,402.0185241699219,410.3446453833314,401.50172117403196,409.72258338788305,95636300
2022-03-14,399.08050537109375,406.3060519993037,397.92251016393,402.8033567183345,95729200
2022-03-15,407.8564453125,408.49763741787274,400.439481773117,401.73144560536934,106219100
2022-03-16,416.9002990722656,416.95771838359593,406.54525490534803,411.41655039709866,144954800
2022-03-17,422.11614990234375,422.11614990234375,414.5747681100891,414.9575732901392,102676900
2022-03-18,426.73944091796875,427.0658375946796,419.73144850711753,420.48024777648766,106345500
2022-03-21,426.61468505859375,428.6018640552735,423.0530617024134,426.5666674499668,88349800
2022-03-22,431.6066589355469,432.55705013846034,428.025846211253,428.025846211253,74650400
2022-03-23,426.0482482910156,430.5506533825044,425.96185175391435,429.0338653474603,79426100
2022-03-24,432.47064208984375,432.48025147043126,426.9698576413517,428.10265126877715,64736900
2022-03-25,434.5826721191406,434.8610804950929,430.4930602054369,433.1138723792305,77101300
2022-03-28,437.6738586425781,437.6738586425781,432.05784950954336,433.9778506287421,68529800
2022-03-29,443.0882873535156,443.5875064404746,438.8930892093736,441.6194875339916,86581500
2022-03-30,440.3522644042969,442.7522657814799,438.2114526289686,441.92665007334523,79666900
2022-03-31,433.5746765136719,440.40987596365085,433.1138656878591,439.57468014559055,121699900
2022-04-01,434.8034973144531,435.3218765597975,431.17469611257184,435.17788232497963,89048800
2022-04-04,438.5282897949219,438.6339051019135,434.1699078920311,435.0051037787768,59601000
2022-04-05,432.9890441894531,439.5170361699117,431.82745173434006,437.01144881257386,74214500
2022-04-06,428.6594543457031,430.9730592910336,425.73146425508475,429.0146791745913,106898000
2022-04-07,430.8194885253906,432.66270269556367,425.78909440832166,427.7666934374089,78097200
2022-04-08,429.66754150390625,432.60514144691695,428.1027355982905,430.0515359434499,79272700
2022-04-11,422.3234558105469,427.2002457250453,421.81465668976125,426.3458311710871,89770500
2022-04-12,420.7586669921875,427.9202631938268,419.18425196133813,425.357048726688,84363600
2022-04-13,425.577880859375,426.34586965168734,420.3266761930572,420.5090786581879,74070400
2022-04-14,420.2786865234375,426.9410932792198,420.1730712191211,425.8082702634076,97869500
2022-04-18,420.4514465332031,422.16024635852625,418.18582997669046,419.3378423677162,66002500
2022-04-19,427.2386779785156,427.96825851732666,420.17305828262903,420.3458513604874,77821000
2022-04-20,426.9218444824219,429.66746134186644,425.7410625335433,429.04346683191295,65224400
2022-04-21,420.5378723144531,432.00989152571304,419.61627991567536,430.59868943216543,85417300
2022-04-22,408.99871826171875,420.5571059302882,408.42271196567805,419.4339214850612,132471800
2022-04-25,411.3698425292969,411.5426355959817,402.0866243771724,406.72344341145725,119647700
2022-04-26,399.45623779296875,408.99864567726297,399.4274389481225,408.797024466447,103996300
2022-04-27,400.5794677734375,406.00349497952044,398.40988618789964,400.5506689253032,122030000
2022-04-28,410.6979064941406,412.4547242214879,400.8963073266286,405.39871305611166,105449100
2022-04-29,395.520263671875,408.83546786089835,394.76185496316015,406.64666757361914,145491100
2022-05-02,397.90106201171875,399.2834652291176,388.8194351785775,395.58745703394555,158312500
2022-05-03,399.7250671386719,402.1730570272212,396.82584648510385,398.40987096264143,100028200
2022-05-04,411.89788818359375,412.473894449248,397.16187193034256,400.3970695247512,144247900
2022-05-05,397.2578430175781,408.0002519962424,393.0626451139667,407.56824001066565,172929100
2022-05-06,394.88665771484375,398.20825170906204,389.50106821459974,394.6562669374327,151770800
2022-05-09,382.24346923828125,390.153865168307,380.64025527247725,388.8962666686615,155586100
2022-05-10,383.12664794921875,389.8370429785807,379.0274558055925,388.31064549235606,132497200
2022-05-11,377.04022216796875,387.8786367575438,376.28181351795746,382.14743220860186,142361000
2022-05-12,376.6466369628906,379.96823088051195,369.7442302121438,373.795433970601,125090800
2022-05-13,385.6514587402344,387.05305147320314,379.7858395883378,380.841846152997,104174400
2022-05-16,384.08660888671875,387.8114156340606,381.69621693981674,383.981022890829,78622400
2022-05-17,391.9874572753906,392.22745742860633,386.47703383567045,390.269047975236,83029700
2022-05-18,376.1858215332031,387.64823105557144,374.9282230893509,387.3602425939615,117674500
2022-05-19,373.8818359375,378.3746611368892,371.62582860497764,373.07543892655684,98510700
2022-05-20,374.0450439453125,381.14904263000835,365.31864187909673,377.52024148072167,131432200
2022-05-23,381.04345703125,381.82105518571956,374.76504480544605,377.1170287342747,76414900
2022-05-24,378.1346130371094,379.3441937517163,371.48178727076436,376.85779595899766,91448800
2022-05-25,381.47540283203125,383.4722203245338,376.2146187202073,376.617802533286,91472900
2022-05-26,389.0978698730469,390.7586815818425,382.51227932820126,382.72348064783483,82168300
2022-05-27,398.6498107910156,398.76500616171757,391.3922094678954,391.5938013666238,84768700
2022-05-31,396.4130554199219,399.80185649165315,393.6290594361109,397.0082511264801,95937000
2022-06-01,393.2066955566406,399.59069455292314,390.6530900987482,398.5635160372781,86585800
2022-06-02,400.69464111328125,400.74262942172345,390.75862962373566,393.0434356059048,79609600
2022-06-03,394.1186218261719,397.47862364738455,393.12982246209066,395.9042087315087,71874300
2022-06-06,395.3186340332031,399.94581441090537,394.1282134312874,398.189026297946,57508900
2022-06-07,399.1106872558594,399.5714981452226,391.30587676759353,391.7762970390988,59272400
2022-06-08,394.7714538574219,399.18746254339834,393.9650568568878,397.3730473195264,64350000
2022-06-09,385.3826599121094,395.2706548019458,385.3826599121094,392.9666591214581,86289800
2022-06-10,374.208251953125,379.9490665450507,374.1602636380618,379.085071795644,132893900
2022-06-13,360.000244140625,366.53784623046715,358.36823131509624,364.6562531575561,170004900
2022-06-14,358.9154357910156,362.8226454401524,355.7666348531486,361.7762482546762,104011800
2022-06-15,364.03228759765625,368.544273438903,357.23546604049034,362.26586047773384,125666800
2022-06-16,351.9842834472656,356.10269503543896,349.5170743881411,355.68990172740155,134473300
2022-06-17,352.74298095703125,356.13679889885117,349.1853038450942,352.40555287965583,111113900
2022-06-21,361.62286376953125,363.0305110907099,358.47973303569233,358.55688132431777,76811900
2022-06-22,360.96722412109375,365.1419701675128,356.90814165227965,357.33236893844287,90059400
2022-06-23,364.505615234375,365.2479982449147,359.52098894863406,363.13654220990463,79292100
2022-06-24,376.0946350097656,376.10428590004165,367.69691872080415,367.72584196818616,98050300
2022-06-27,374.6581115722656,377.3287898262571,373.5493477192666,377.02990642475606,66009600
2022-06-28,367.0027770996094,379.0642729597043,366.8870840956626,376.2393275606886,86548900
2022-06-29,366.703857421875,368.564655039321,364.85271069495315,367.56196282200773,65676000
2022-06-30,363.7247009277344,367.0124479447343,359.2028460957905,362.75090238582305,112508300
